"id","driverId","corridorId","originHubId","destinationHubId","originName","originLat","originLng","destName","destLat","destLng","departureTime","totalSeats","availableSeats","vehicleType","helmetProvided","contribution","notes","status","originSequence","destinationSequence"
"b706d681-5745-448b-a469-ef6a7454950f","f10fac1a-d7f2-4f4e-a8f2-d72fd48b371a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","a80964b4-72f5-43de-ad1a-bdcb9fca796e","VIT College","18.4635","73.8682","Lower Indira Nagar Stop","18.4718","73.8618","2026-09-30T12:00:00.000Z","3","2","car","false","69","","SCHEDULED","13","9"
"4b43287c-b8d6-4144-801f-8fc738d1f660","7a49978a-5b30-4a61-89ea-d655c3a89110","swargate-vit","eb0d92a7-38aa-446a-9f38-091814ea3abd","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Chintamani Nagar","18.4651","73.864","VIT College","18.4635","73.8682","2026-10-01T02:15:00.000Z","1","0","bike","true","9","Please arrive five minutes early","SCHEDULED","11","12"
"2663d3af-98fe-4997-a9a5-c2079a3eb8e3","08fe57ab-1152-4527-a359-68c4e78e68d5","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-10-02T12:00:00.000Z","1","0","bike","true","16","Please arrive five minutes early","SCHEDULED","13","6"
"60c3d7e5-9d4d-4553-87ac-9b1142f3ef9f","669af901-6937-4b2d-a11b-46de7e09eced","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-10-03T02:15:00.000Z","1","0","scooty","true","7","","SCHEDULED","9","12"
"ed757b00-7bf5-43f0-a726-ba6bc7a83108","797bc6e5-c2a2-497c-bf6e-087c71a1d8b5","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-10-04T12:00:00.000Z","1","0","bike","true","4","Please arrive five minutes early","SCHEDULED","13","4"
"abd4cbef-dd87-4896-8b4d-0e1f2563b91f","7f819a59-7908-47e3-8d88-f31823ce6b9f","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-10-05T02:15:00.000Z","1","0","bike","true","16","Please arrive five minutes early","SCHEDULED","8","12"
"07b55c01-5682-4721-8b66-2b08d0c5c419","08cf7a8e-ecd3-4df0-8139-226218b0981a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-10-06T12:00:00.000Z","1","0","scooty","true","3","Morning campus commute","SCHEDULED","13","6"
"6b14a4fc-2f9f-4e6e-b23d-4e2689cc7ef0","5ab9a35e-6ac7-4156-95ae-cc1e59bb9fa7","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-10-07T02:15:00.000Z","1","0","bike","true","11","Pickup near the hub","SCHEDULED","5","12"
"c982b386-100e-4b39-9d32-15aa2528aadb","53329683-b608-43d8-93dd-40f75fc7d319","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-10-08T12:00:00.000Z","1","0","scooty","true","26","Please arrive five minutes early","SCHEDULED","13","10"
"8d0dd793-8e37-43a1-bac8-aa697bd633ce","984e14a4-a27e-416c-9397-0cf2fb53101f","swargate-vit","0c2d013a-9422-4c89-905f-4ec287ba2251","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate BRTS Stop","18.4982","73.8588","VIT College","18.4635","73.8682","2026-10-09T02:15:00.000Z","2","1","car","false","58","Pickup near the hub","SCHEDULED","2","12"
"61f52e72-52a3-4b0e-b0a2-2ea7ccf1e263","08c75e3d-df80-427a-b942-864b9136eb2a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-10-10T12:00:00.000Z","1","0","scooty","true","20","Morning campus commute","SCHEDULED","13","4"
"8b3cee6b-4a19-4c8d-b82f-21d325d81f9b","77d7f815-239b-4019-bf1b-76b62751a21d","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-10-11T02:15:00.000Z","1","0","bike","true","17","Please arrive five minutes early","SCHEDULED","7","12"
"60e51d1c-4db6-41cc-a466-d71fa743e3a1","fa8313a6-d0cd-4c89-ac5a-1bcf559767e4","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-10-12T12:00:00.000Z","1","0","scooty","true","26","Please arrive five minutes early","SCHEDULED","13","7"
"e1833241-4414-40fa-b50b-490641907094","26f04940-3483-4462-a324-84a3c523c941","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-10-13T02:15:00.000Z","1","0","bike","true","23","Morning campus commute","SCHEDULED","8","12"
"3ac9de7e-bec1-42f7-8fa9-65df107e439c","364c0441-918b-402a-a77c-fc9446ad8d71","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-10-14T12:00:00.000Z","1","0","bike","true","15","Pickup near the hub","SCHEDULED","13","5"
"e18ffa39-51b9-4c89-87c6-2375d3dfec8a","1d69f9fe-09f6-4a0a-8dc1-753c6b3015e6","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-10-15T02:15:00.000Z","2","1","car","false","31","Morning campus commute","SCHEDULED","3","12"
"ebf383f1-6041-477c-8b39-eb74e9f66ff1","0c422408-fcb3-49ec-919b-15b6c943586f","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-10-16T12:00:00.000Z","1","0","scooty","true","21","Pickup near the hub","SCHEDULED","13","2"
"d54bc263-6d96-4e23-9154-7242e74a758b","8583b128-6eef-4c56-a566-5dc44a8d0a70","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-10-17T02:15:00.000Z","1","1","bike","true","8","","SCHEDULED","9","12"
"dae7abf9-1dea-47a8-a3e3-3baccf480ef5","481621b5-ffcf-4751-b9e2-151c0182f97a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-10-18T12:00:00.000Z","1","1","bike","false","11","","SCHEDULED","13","7"
"8f6f07bc-40b3-4d20-ad36-f204245382be","25e86fcd-e6f3-4cae-abe5-69da8dc4879a","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-10-19T02:15:00.000Z","4","2","car","false","41","Please arrive five minutes early","SCHEDULED","1","12"
"9332f881-ccfc-4094-9dc8-c4d5cd07b1b1","a78816e2-8aae-4e54-8410-968bc321f082","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-10-20T12:00:00.000Z","1","0","scooty","true","19","","SCHEDULED","13","4"
"ba1e12e2-9eb9-4b6c-a607-fc906828f215","1de804a1-1c04-4d9b-88a6-03aa475b2f23","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-10-21T02:15:00.000Z","1","0","bike","true","0","Please arrive five minutes early","SCHEDULED","9","12"
"e15c187d-7956-4a3e-9360-b632c088ec79","c366b16a-709a-4bd5-99f4-4d48e2a64d10","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-10-22T12:00:00.000Z","4","2","car","false","32","Pickup near the hub","SCHEDULED","13","6"
"0c045a71-d9cc-43be-9b09-97b1a3968080","b1b24393-ed6c-4074-a261-01b7aa240011","swargate-vit","3221d156-13e7-4834-84ce-848f49b87be2","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Bibwewadi Bus Stop","18.4792","73.8615","VIT College","18.4635","73.8682","2026-10-23T02:15:00.000Z","1","0","scooty","true","1","","SCHEDULED","7","12"
"1b8626db-a68f-476b-bda8-b29605dcd776","f2ff9e67-5a69-4146-a543-f1fed27fb87a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-10-24T12:00:00.000Z","2","0","car","false","22","Morning campus commute","SCHEDULED","13","1"
"f41ffac4-95e0-499c-9b01-ae2b4bc42c21","fc17bde9-8039-463a-b2df-6dd060d08969","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-10-25T02:15:00.000Z","3","1","car","false","45","Please arrive five minutes early","SCHEDULED","9","12"
"d6ebd3f4-914a-4517-9eef-f1d87a4c2492","7ecb9a58-e71e-47e3-b199-1b14f78ab1cd","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-10-26T12:00:00.000Z","1","0","bike","true","18","Please arrive five minutes early","SCHEDULED","13","11"
"48e9d49e-e4c1-48af-887f-45f8af95b056","50ca192e-d3dc-40d0-996b-6eea924c44d8","swargate-vit","11cd5543-db39-4321-9f12-008b367d2ce1","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Upper Indira Nagar Bus Depot","18.4682","73.8623","VIT College","18.4635","73.8682","2026-10-27T02:15:00.000Z","2","0","car","false","66","Pickup near the hub","SCHEDULED","10","12"
"fde6ff47-b7a0-4c75-9ca8-424f0aea8b8a","8fcb293d-bce3-4068-b448-c15533882e86","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-10-28T12:00:00.000Z","4","4","car","false","57","Morning campus commute","SCHEDULED","13","11"
"973aa5ca-1a17-4a55-bc64-48aa4f3d91d9","399cdebc-51c2-422b-87a5-220f8cc2d7ac","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-10-29T02:15:00.000Z","1","0","scooty","true","10","","SCHEDULED","6","12"
"e5ab4d78-27aa-4a41-9db3-993370985546","ff933861-ecae-470a-9ee4-3663e749fdbc","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-10-30T12:00:00.000Z","4","4","car","false","72","Morning campus commute","SCHEDULED","13","4"
"a9e80342-6cec-42ba-b981-0e229d2d5046","f34b84c7-eb95-4dff-958a-ef69c608f272","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-10-31T02:15:00.000Z","3","1","car","false","66","","SCHEDULED","4","12"
"acf93cf4-9e54-4569-887d-4289bedf6b9c","6279cde7-2c2c-4986-a9a4-55039693b818","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-11-01T12:00:00.000Z","1","1","scooty","false","19","Please arrive five minutes early","SCHEDULED","13","6"
"e8667c4f-2d5f-42ec-8e58-87839a8d1747","61a5fb10-8cc3-48db-a009-2fdb4eb9c378","swargate-vit","11cd5543-db39-4321-9f12-008b367d2ce1","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Upper Indira Nagar Bus Depot","18.4682","73.8623","VIT College","18.4635","73.8682","2026-11-02T02:15:00.000Z","4","3","car","false","22","","SCHEDULED","10","12"
"dc4f1378-fa9d-491f-989b-2adebf496cbc","aa4ac675-15bc-49db-b7fa-84335d28cdc7","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-11-03T12:00:00.000Z","1","0","scooty","true","10","Please arrive five minutes early","SCHEDULED","13","4"
"99f441eb-bb0f-43c9-9137-0a1796ac06ca","6b38852c-3199-4130-9bef-739d2cbf98cd","swargate-vit","a80964b4-72f5-43de-ad1a-bdcb9fca796e","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Lower Indira Nagar Stop","18.4718","73.8618","VIT College","18.4635","73.8682","2026-11-04T02:15:00.000Z","1","0","scooty","true","25","Morning campus commute","SCHEDULED","8","12"
"3ef932f8-9b79-48ff-abbc-2273cdb6085b","32c9560a-e267-4d5f-85c7-ca585ac3975e","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","0ad9adea-2c75-4d2a-86ae-34dcc0727788","VIT College","18.4635","73.8682","Shankar Maharaj Math","18.4735","73.8579","2026-11-05T12:00:00.000Z","1","0","scooty","true","2","","SCHEDULED","13","6"
"7f6f7c81-be98-40f5-aa11-509328ce383f","15ef891e-746f-4219-8638-297ada541a3a","swargate-vit","570167fe-7324-46a2-9cf4-fbea6048e8be","6c30c56b-74ce-4c24-a819-98b9ab6387f5","City Pride BRTS","18.4845","73.8583","VIT College","18.4635","73.8682","2026-08-08T02:15:00.000Z","1","0","bike","true","23","Morning campus commute","COMPLETED","5","12"
"214b642e-0f38-471f-a2f5-2ef1c70c23dc","c4608e10-532e-42df-b9ca-6399d157bc77","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","876d2e4d-fad4-4ee2-916c-e5ad147030cf","VIT College","18.4635","73.8682","Katraj Dairy BRTS","18.4508","73.8569","2026-08-09T12:00:00.000Z","3","2","car","false","75","Pickup near the hub","COMPLETED","13","2"
"892e5adb-bb66-43ba-b497-55611d3ffa6e","9c577260-815e-4814-ae42-db071f0604b0","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-08-10T02:15:00.000Z","2","0","car","false","54","Pickup near the hub","CANCELLED","4","12"
"f8b3b161-489a-47e1-97f1-0478054aa733","11e76d6b-888c-4c86-a3f2-2d4bab255598","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-11T12:00:00.000Z","3","3","car","false","71","Please arrive five minutes early","CANCELLED","13","1"
"ab7c2a2d-d1ea-446d-bdd8-99f2f29b6db6","12e82429-ecad-4a76-bc1b-fddf73c8c117","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-08-12T02:15:00.000Z","1","0","scooty","true","30","Please arrive five minutes early","COMPLETED","3","12"
"2436d6b5-ff6c-4acd-a0a3-cb8dee6af77e","ac87c729-c400-43ff-9619-cd867435a982","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86e290a5-7e39-4f7a-805e-a6154d820f01","VIT College","18.4635","73.8682","Market Yard Corner","18.4792","73.8581","2026-08-13T12:00:00.000Z","1","0","scooty","true","6","Please arrive five minutes early","CANCELLED","13","7"
"c9abd69a-95fb-4047-88aa-1a4f0b89e684","65caf2f5-0b5e-452f-a096-f7f73ba694f9","swargate-vit","19cfadd2-1ff7-4a2f-b5e3-eeb73f44cc28","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Swargate PMPML Main Bus Stand","18.4991","73.8583","VIT College","18.4635","73.8682","2026-08-14T02:15:00.000Z","3","2","car","false","35","Morning campus commute","COMPLETED","1","12"
"02a9338d-3033-411e-9890-d4215b1f489e","e1b6b10d-5653-452d-a57d-24e8752b2f52","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-08-15T12:00:00.000Z","1","1","scooty","true","4","Please arrive five minutes early","CANCELLED","13","11"
"843d409e-ee28-4db1-8b51-6f0676ff96f8","a53ad219-be12-4a6b-9852-64dfe8aa6236","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-08-16T02:15:00.000Z","1","0","scooty","true","3","Morning campus commute","SCHEDULED","4","12"
"5dd3314d-5acc-49a3-b1f7-a4223ac2c922","969131e9-4cc6-483d-82f8-990f056d6c5a","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-17T12:00:00.000Z","1","0","scooty","true","17","Pickup near the hub","COMPLETED","13","10"
"dab37055-85ba-475d-b0f7-35641b127e7e","38d92c3f-f6e4-4c90-add9-6f5ecbcd5bde","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-08-18T02:15:00.000Z","1","0","bike","true","11","Please arrive five minutes early","SCHEDULED","9","12"
"88d1d342-cfe3-469a-b549-4361d99d2379","a7b7dfcb-b36f-4cfc-abf8-afd48e896a75","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","a80964b4-72f5-43de-ad1a-bdcb9fca796e","VIT College","18.4635","73.8682","Lower Indira Nagar Stop","18.4718","73.8618","2026-08-19T12:00:00.000Z","1","0","scooty","true","17","","COMPLETED","13","9"
"03036283-52a2-43ac-8f47-2960e7def183","2b79909a-3fc7-4286-93ba-521d9aa64a8f","swargate-vit","11cd5543-db39-4321-9f12-008b367d2ce1","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Upper Indira Nagar Bus Depot","18.4682","73.8623","VIT College","18.4635","73.8682","2026-08-20T02:15:00.000Z","1","0","bike","true","16","Pickup near the hub","CANCELLED","10","12"
"ead236c5-2b28-4552-9ef6-7359bc6cebe2","5a240b3c-f182-4a30-82d1-ae0f6586bff3","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","af5c22fe-11db-4392-b90e-85f946c0a37b","VIT College","18.4635","73.8682","KK Market BRTS","18.4683","73.8579","2026-08-21T12:00:00.000Z","1","0","bike","false","19","Please arrive five minutes early","CANCELLED","13","5"
"985b307c-1207-41da-bd03-297623770ad0","9beabcea-410e-43e0-9c0e-c32f2476c785","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-08-22T02:15:00.000Z","1","0","scooty","false","8","Please arrive five minutes early","COMPLETED","3","12"
"e85c32ab-28e2-49d3-b6b5-8164b3e2d9b1","30e63cfd-4d4a-41f2-9c08-fe7bb0c7d4b0","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","VIT College","18.4635","73.8682","Kashinath Patil Nagar Stop","18.4745","73.8631","2026-08-23T12:00:00.000Z","4","4","car","false","36","Morning campus commute","COMPLETED","13","10"
"c37d81f7-cada-4bb7-96c0-550745d2d5c2","85bed899-042e-4b82-a6ac-e7f8e8652524","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-08-24T02:15:00.000Z","4","3","car","false","70","Please arrive five minutes early","COMPLETED","9","12"
"e72019a5-1885-454c-ae6a-1db99599b533","5b9101ca-8247-4c12-bf7c-68abf2b98166","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","eb0d92a7-38aa-446a-9f38-091814ea3abd","VIT College","18.4635","73.8682","Chintamani Nagar","18.4651","73.864","2026-08-25T12:00:00.000Z","1","0","scooty","true","19","Morning campus commute","COMPLETED","13","12"
"4129545e-a9da-496b-8833-fe612ba9d51d","5468079d-9fdf-4eb9-9b29-ed8a7c650d7c","swargate-vit","0095597e-ebd1-4f83-a6c0-a8e94be6a92b","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Laxmi Narayan Theatre","18.4965","73.8584","VIT College","18.4635","73.8682","2026-08-26T02:15:00.000Z","3","3","car","false","33","Morning campus commute","COMPLETED","3","12"
"851a8b7d-f37d-4d07-9a56-8af7bdfa64a6","2cabb8ae-b3d7-4c51-8207-1b8fc7300e2c","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","fea32ab3-d832-43d3-a3a0-788e8711526d","VIT College","18.4635","73.8682","Balaji Nagar BRTS","18.4628","73.8577","2026-08-27T12:00:00.000Z","1","0","scooty","true","5","Please arrive five minutes early","SCHEDULED","13","4"
"7c840af6-4171-4bcd-bcfb-daf55b13aa67","e16a421d-031b-47d3-936b-9d6bed68b285","swargate-vit","1bc21bdf-5bcc-4dd4-8140-eac24ae23b69","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Kashinath Patil Nagar Stop","18.4745","73.8631","VIT College","18.4635","73.8682","2026-08-28T02:15:00.000Z","1","0","scooty","false","4","Morning campus commute","COMPLETED","9","12"
"0b37b0e9-5d02-4741-96d2-c7256cb5a0c5","2cb66b98-63d0-4a21-a9ed-c884d238b71c","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-29T12:00:00.000Z","1","0","scooty","false","3","Pickup near the hub","CANCELLED","13","1"
"b2ad7e38-3eaf-4e1f-bd3a-207f163f0991","61caa1f5-7dee-45a4-964a-8e5ed8b6a158","swargate-vit","11cd5543-db39-4321-9f12-008b367d2ce1","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Upper Indira Nagar Bus Depot","18.4682","73.8623","VIT College","18.4635","73.8682","2026-08-30T02:15:00.000Z","4","2","car","false","30","Morning campus commute","CANCELLED","10","12"
"282d040b-e458-4f43-87ce-6e90e60a984e","dd95ce1d-b76e-4f1f-9a03-108aea02d0d2","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","86597dc2-00ef-475a-8a9a-daf0323897ca","VIT College","18.4635","73.8682","Katraj Terminal","18.4471","73.8562","2026-08-31T12:00:00.000Z","1","0","scooty","true","14","Please arrive five minutes early","COMPLETED","13","1"
"dfec08f0-d98e-4253-9921-8a8d2f0a104f","95204930-6f62-4024-8493-801a30e46f1a","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-09-01T02:15:00.000Z","4","2","car","false","24","Please arrive five minutes early","COMPLETED","6","12"
"4793818c-9038-444e-9a31-d8ccf26be3c5","037ed347-fb73-4043-a8e2-c7edc58d6dac","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","11cd5543-db39-4321-9f12-008b367d2ce1","VIT College","18.4635","73.8682","Upper Indira Nagar Bus Depot","18.4682","73.8623","2026-09-02T12:00:00.000Z","1","0","scooty","true","21","","COMPLETED","13","11"
"93f7539a-51b9-4ec8-a0d5-6e9b125e2c9d","843078cc-2ea7-483f-83b3-cc8bae6695c6","swargate-vit","596f6d76-b8c5-4cf2-9058-1a1a334d424d","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Panchami BRTS","18.4902","73.8586","VIT College","18.4635","73.8682","2026-09-03T02:15:00.000Z","2","2","car","false","56","Pickup near the hub","COMPLETED","4","12"
"a779d34a-da11-45ce-b862-8cb194d96518","d04ea078-3e78-494d-83a0-92fee39d6bb7","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","ebb92112-ef31-4ebe-a259-4e999c52f0fd","VIT College","18.4635","73.8682","Bharati Vidyapeeth","18.456","73.8574","2026-09-04T12:00:00.000Z","1","0","bike","true","17","Morning campus commute","COMPLETED","13","3"
"630d16a7-18c7-422e-b6ef-712ff998edf2","d022c9ae-ee6b-4085-b2c1-11a5c9e6c784","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-09-05T02:15:00.000Z","1","0","scooty","true","14","","CANCELLED","6","12"
"0760b464-4565-493d-a922-94ca9e91fc6e","be9c6ca4-6ee9-481b-8039-dcc0a742224e","katraj-vit","6c30c56b-74ce-4c24-a819-98b9ab6387f5","a80964b4-72f5-43de-ad1a-bdcb9fca796e","VIT College","18.4635","73.8682","Lower Indira Nagar Stop","18.4718","73.8618","2026-09-06T12:00:00.000Z","1","0","bike","true","16","Please arrive five minutes early","COMPLETED","13","9"
"86d85086-7769-434c-94ed-99cb9e53e17f","39147f90-fbda-49de-88ec-5fe656c0d7b4","swargate-vit","86e290a5-7e39-4f7a-805e-a6154d820f01","6c30c56b-74ce-4c24-a819-98b9ab6387f5","Market Yard Corner","18.4792","73.8581","VIT College","18.4635","73.8682","2026-09-07T02:15:00.000Z","1","0","bike","true","24","","SCHEDULED","6","12"
